Year,Station,Variety,Category,Rep,Yield,GD
2015,Rangpur,BRRI dhan62,Short,1,4.4,98
2015,Rangpur,BRRI dhan62,Short,2,5.2,98
2015,Rangpur,BRRI dhan62,Short,3,5,98
2015,Rajshahi,BRRI dhan62,Short,2,5.73,100
2015,Rajshahi,BRRI dhan62,Short,3,6.04,100
2016,Rajshahi,BRRI dhan62,Short,1,3.45,100
2016,Rajshahi,BRRI dhan62,Short,2,4.6,100
2016,Rajshahi,BRRI dhan62,Short,3,4.65,100
2017,Rajshahi,BRRI dhan62,Short,2,4.34,100
2017,Rajshahi,BRRI dhan62,Short,3,5.14,100
2015,Rajshahi,BRRI dhan62,Short,1,4.82,101
2017,Rajshahi,BRRI dhan62,Short,1,3.1,101
2017,Satkhira,BRRI dhan62,Short,2,5.04,102
2017,Satkhira,BRRI dhan57,Short,3,3.19,102
2015,Satkhira,BRRI dhan62,Short,1,3.04,103
2015,Satkhira,BRRI dhan62,Short,2,3.83,103
2015,Satkhira,BRRI dhan62,Short,3,3.08,103
2016,Gazipur,BRRI dhan62,Short,1,2.95,103
2016,Gazipur,BRRI dhan62,Short,2,2.54,103
2016,Gazipur,BRRI dhan62,Short,3,2.74,103
2016,Satkhira,BRRI dhan62,Short,3,2.92,103
2017,Gazipur,BRRI dhan62,Short,1,1.12,103
2017,Gazipur,BRRI dhan62,Short,2,1.14,103
2017,Gazipur,BRRI dhan62,Short,3,1.4,103
2017,Sonagazi,BRRI dhan62,Short,1,4.74,103
2017,Sonagazi,BRRI dhan62,Short,2,5.69,103
2017,Sonagazi,BRRI dhan62,Short,3,4.94,103
2016,Rangpur,BRRI dhan62,Short,2,2.13,104
2016,Satkhira,BRRI dhan62,Short,2,2.88,104
2016,Satkhira,BRRI dhan57,Short,3,2.42,104
2017,Satkhira,BRRI dhan57,Short,1,3.7,104
2017,Satkhira,BRRI dhan62,Short,1,4.71,104
2017,Satkhira,BRRI dhan62,Short,3,4.35,104
2015,Rajshahi,BRRI dhan57,Short,2,3.35,105
2015,Rajshahi,BRRI dhan57,Short,3,4.95,105
2016,Cumilla,BRRI dhan57,Short,3,3.39,105
2016,Rajshahi,BRRI dhan57,Short,1,5.59,105
2016,Rajshahi,BRRI dhan57,Short,2,4.12,105
2016,Rangpur,BRRI dhan62,Short,1,3.13,105
2016,Rangpur,BRRI dhan62,Short,3,2.13,105
2017,Rajshahi,BRRI dhan57,Short,2,3.53,105
2017,Rajshahi,BRRI dhan57,Short,3,3.68,105
2015,Rajshahi,BRRI dhan57,Short,1,4.42,106
2015,Rangpur,BRRI dhan57,Short,1,3,106
2015,Rangpur,BRRI dhan57,Short,2,3.3,106
2015,Rangpur,BRRI dhan57,Short,3,3.1,106
2016,Cumilla,BRRI dhan57,Short,2,3.78,106
2016,Gazipur,BRRI dhan57,Short,1,2.89,106
2016,Gazipur,BRRI dhan57,Short,2,2.35,106
2016,Gazipur,BRRI dhan57,Short,3,2.59,106
2016,Rajshahi,BRRI dhan57,Short,3,4.4,106
2016,Satkhira,BRRI dhan57,Short,1,1.94,106
2016,Satkhira,BRRI dhan62,Short,1,3.81,106
2016,Satkhira,BRRI dhan66,Short,1,5.12,106
2016,Satkhira,BRRI dhan57,Short,2,2.91,106
2016,Satkhira,BRRI dhan66,Short,2,4.23,106
2016,Satkhira,BRRI dhan66,Short,3,5.24,106
2017,Rajshahi,BRRI dhan57,Short,1,3.33,106
2017,Satkhira,BRRI dhan57,Short,2,3.38,106
2017,Sonagazi,BRRI dhan57,Short,1,4.69,106
2017,Sonagazi,BRRI dhan57,Short,2,5.29,106
2017,Sonagazi,BRRI dhan57,Short,3,5.3,106
2016,Cumilla,BRRI dhan57,Short,1,3.66,107
2017,Barishal,BRRI dhan56,Short,1,3.89,107
2017,Barishal,BRRI dhan56,Short,2,4.56,107
2017,Cumilla,BRRI dhan57,Short,1,0.81,107
2017,Rangpur,BRRI dhan62,Short,1,3.97,107
2017,Rangpur,BRRI dhan62,Short,2,4.16,107
2017,Rangpur,BRRI dhan56,Short,3,3.47,107
2017,Rangpur,BRRI dhan62,Short,3,4.21,107
2015,Cumilla,BRRI dhan62,Short,1,2.05,108
2017,Barishal,BRRI dhan56,Short,3,4.36,108
2017,Barishal,BRRI dhan57,Short,3,2.32,108
2017,Cumilla,BRRI dhan62,Short,1,1.45,108
2017,Cumilla,BRRI dhan57,Short,2,0.49,108
2017,Cumilla,BRRI dhan57,Short,3,0.65,108
2017,Cumilla,BRRI dhan62,Short,3,0.88,108
2017,Gazipur,BRRI dhan57,Short,1,1.37,108
2017,Gazipur,BRRI dhan57,Short,2,3.21,108
2017,Gazipur,BRRI dhan57,Short,3,1.8,108
2017,Rangpur,BRRI dhan57,Short,1,2.65,108
2017,Rangpur,BRRI dhan57,Short,2,3.02,108
2017,Rangpur,BRRI dhan57,Short,3,3,108
2015,Cumilla,BRRI dhan57,Short,1,1.25,109
2015,Cumilla,BRRI dhan57,Short,2,1.66,109
2015,Cumilla,BRRI dhan62,Short,2,3.16,109
2015,Cumilla,BRRI dhan57,Short,3,2.2,109
2015,Satkhira,BRRI dhan57,Short,2,3.63,109
2016,Gazipur,BRRI dhan75,Short,1,4.67,109
2016,Gazipur,BRRI dhan75,Short,2,5,109
2016,Gazipur,BRRI dhan75,Short,3,3.84,109
2016,Rajshahi,BRRI dhan56,Short,3,4.56,109
2016,Rangpur,BRRI dhan57,Short,1,2.3,109
2016,Rangpur,BRRI dhan57,Short,2,2.74,109
2016,Rangpur,BRRI dhan57,Short,3,2.91,109
2016,Satkhira,BRRI dhan56,Short,1,3.87,109
2016,Satkhira,BRRI dhan56,Short,2,4.36,109
2016,Satkhira,BRRI dhan56,Short,3,3.71,109
2017,Barishal,BRRI dhan71,Short,1,2.91,109
2017,Barishal,BRRI dhan57,Short,2,2.26,109
2017,Barishal,BRRI dhan66,Short,2,4.38,109
2017,Barishal,BRRI dhan71,Short,2,3.73,109
2017,Barishal,BRRI dhan33,Short,3,3.18,109
2017,Barishal,BRRI dhan66,Short,3,4.02,109
2017,Bhanga,BRRI dhan33,Short,1,3.98,109
2017,Cumilla,BRRI dhan62,Short,2,1.28,109
2017,Rangpur,BRRI dhan75,Short,1,3.81,109
2017,Rangpur,BRRI dhan75,Short,2,2.98,109
2017,Rangpur,BRRI dhan75,Short,3,3.75,109
2017,Satkhira,BRRI dhan56,Short,3,5.56,109
2015,Cumilla,BRRI dhan62,Short,3,2.59,110
2015,Gazipur,BRRI dhan62,Short,1,0.52,110
2015,Gazipur,BRRI dhan62,Short,2,0.43,110
2015,Gazipur,BRRI dhan62,Short,3,1.56,110
2015,Rajshahi,BRRI dhan56,Short,1,5.19,110
2015,Rajshahi,BRRI dhan56,Short,2,4.6,110
2015,Rajshahi,BRRI dhan56,Short,3,4.8,110
2015,Rangpur,BRRI dhan56,Short,1,5,110
2015,Rangpur,BRRI dhan56,Short,2,5.1,110
2015,Rangpur,BRRI dhan56,Short,3,4.9,110
2015,Satkhira,BRRI dhan57,Short,1,3.71,110
2016,Cumilla,BRRI dhan56,Short,1,4.33,110
2016,Cumilla,BRRI dhan56,Short,3,4,110
2016,Rajshahi,BRRI dhan56,Short,1,5.11,110
2016,Rajshahi,BRRI dhan56,Short,2,4.33,110
2017,Barishal,BRRI dhan33,Short,1,3.39,110
2017,Barishal,BRRI dhan66,Short,1,4.36,110
2017,Barishal,BRRI dhan33,Short,2,3.12,110
2017,Barishal,BRRI dhan71,Short,3,3.54,110
2017,Gazipur,BRRI dhan75,Short,1,4.16,110
2017,Gazipur,BRRI dhan75,Short,2,4,110
2017,Gazipur,BRRI dhan75,Short,3,4.63,110
2017,Rajshahi,BRRI dhan56,Short,1,3.84,110
2017,Rajshahi,BRRI dhan56,Short,2,3.03,110
2017,Rajshahi,BRRI dhan56,Short,3,3.78,110
2017,Rangpur,BRRI dhan56,Short,1,3.68,110
2017,Rangpur,BRRI dhan56,Short,2,3.37,110
2017,Satkhira,BRRI dhan56,Short,1,5.4,110
2017,Satkhira,BRRI dhan56,Short,2,4.27,110
2016,Rangpur,BRRI dhan75,Short,3,4.31,111
2015,Kushtia,BRRI dhan57,Short,1,5.11,111
2015,Kushtia,BRRI dhan57,Short,2,4.77,111
2015,Kushtia,BRRI dhan57,Short,3,4.67,111
2015,Rangpur,BRRI dhan33,Short,1,3,111
2015,Rangpur,BRRI dhan66,Short,1,4.2,111
2015,Rangpur,BRRI dhan33,Short,2,2.6,111
2015,Rangpur,BRRI dhan66,Short,2,5.2,111
2015,Rangpur,BRRI dhan33,Short,3,2.4,111
2015,Rangpur,BRRI dhan66,Short,3,4.4,111
2016,Cumilla,BRRI dhan62,Short,1,4.05,111
2016,Cumilla,BRRI dhan56,Short,2,4.3,111
2016,Cumilla,BRRI dhan62,Short,3,3.97,111
2016,Rangpur,BRRI dhan75,Short,1,3.78,111
2016,Rangpur,BRRI dhan75,Short,2,2.5,111
2017,Barishal,BRRI dhan73,Medium,1,3.1,111
2017,Barishal,BRRI dhan75,Short,1,3.53,111
2017,Barishal,BRRI dhan73,Medium,2,3.12,111
2017,Barishal,BRRI dhan39,Medium,3,2.93,111
2017,Barishal,BRRI dhan73,Medium,3,3.02,111
2017,Barishal,BRRI dhan75,Short,3,3.48,111
2017,Bhanga,BRRI dhan57,Short,1,3.73,111
2017,Rangpur,BRRI dhan66,Short,1,4.38,111
2017,Rangpur,BRRI dhan66,Short,2,3.41,111
2017,Rangpur,BRRI dhan66,Short,3,3.69,111
2015,Gazipur,BRRI dhan57,Short,1,3.49,112
2015,Gazipur,BRRI dhan57,Short,2,0.43,112
2015,Gazipur,BRRI dhan57,Short,3,4.77,112
2015,Satkhira,BRRI dhan57,Short,3,3.7,112
2016,Cumilla,BRRI dhan62,Short,2,4.26,112
2016,Cumilla,BRRI dhan71,Short,2,5.58,112
2016,Rangpur,BRRI dhan33,Short,1,2.51,112
2016,Rangpur,BRRI dhan33,Short,2,2.45,112
2016,Rangpur,BRRI dhan33,Short,3,2.1,112
2017,Barishal,BRRI dhan53,Medium,1,3.04,112
2017,Barishal,BRRI dhan39,Medium,2,3.2,112
2017,Bhanga,BRRI dhan56,Short,1,4.69,112
2017,Bhanga,BRRI dhan62,Short,1,2.56,112
2017,Bhanga,BRRI dhan56,Short,2,3.55,112
2017,Sonagazi,BRRI dhan56,Short,1,4.91,112
2017,Sonagazi,BRRI dhan56,Short,2,4.58,112
2017,Sonagazi,BRRI dhan56,Short,3,4.91,112
2015,Rangpur,BRRI dhan39,Medium,1,4.1,113
2015,Rangpur,BRRI dhan39,Medium,2,3.8,113
2015,Rangpur,BRRI dhan39,Medium,3,3.6,113
2016,Cumilla,BRRI dhan71,Short,1,7.59,113
2016,Cumilla,BRRI dhan66,Short,2,4.2,113
2016,Cumilla,BRRI dhan71,Short,3,5.34,113
2017,Barishal,BRRI dhan53,Medium,2,2.98,113
2017,Barishal,BRRI dhan53,Medium,3,2.94,113
2017,Bhanga,BRRI dhan62,Short,2,2.64,113
2017,Rangpur,BRRI dhan33,Short,1,3.18,113
2017,Rangpur,BRRI dhan33,Short,2,2.48,113
2017,Rangpur,BRRI dhan33,Short,3,3.66,113
2017,Sonagazi,BRRI dhan75,Short,1,5.5,113
2017,Sonagazi,BRRI dhan75,Short,2,5.66,113
2017,Sonagazi,BRRI dhan75,Short,3,5.81,113
2015,Cumilla,BRRI dhan56,Short,3,5.27,114
2015,Rangpur,BRRI dhan53,Medium,1,4,114
2015,Rangpur,BRRI dhan53,Medium,2,3.4,114
2015,Rangpur,BRRI dhan53,Medium,3,4.5,114
2016,Rangpur,BRRI dhan66,Short,1,4.99,114
2016,Rangpur,BRRI dhan66,Short,2,4.42,114
2016,Rangpur,BRRI dhan66,Short,3,4.37,114
2017,Barishal,BRRI dhan39,Medium,1,3.06,114
2017,Barishal,BRRI dhan75,Short,2,4.99,114
2017,Bhanga,BRRI dhan39,Medium,1,3.83,114
2017,Bhanga,BRRI dhan66,Short,1,3.98,114
2017,Bhanga,BRRI dhan66,Short,2,3.41,114
2017,Bhanga,BRRI dhan75,Short,2,2.3,114
2017,Bhanga,BRRI dhan62,Short,3,2.41,114
2017,Bhanga,BRRI dhan75,Short,3,2.44,114
2017,Rajshahi,BRRI dhan66,Short,1,3.74,114
2017,Satkhira,BRRI dhan71,Short,3,4.83,114
2017,Sonagazi,BRRI dhan66,Short,1,4.98,114
2017,Sonagazi,BRRI dhan66,Short,2,5.28,114
2017,Sonagazi,BRRI dhan66,Short,3,4.88,114
2015,Bhanga,BRRI dhan66,Short,1,5.06,115
2015,Cumilla,BRRI dhan56,Short,1,4.59,115
2015,Rajshahi,BRRI dhan66,Short,1,4.39,115
2015,Rajshahi,BRRI dhan66,Short,2,4.22,115
2015,Satkhira,BRRI dhan56,Short,3,4.84,115
2016,Bhanga,BRRI dhan53,Medium,2,5.52,115
2016,Bhanga,BRRI dhan66,Short,3,6.04,115
2016,Cumilla,BRRI dhan66,Short,3,3.85,115
2016,Gazipur,BRRI dhan56,Short,1,3.74,115
2016,Gazipur,BRRI dhan66,Short,1,5.85,115
2016,Gazipur,BRRI dhan56,Short,2,4.81,115
2016,Gazipur,BRRI dhan66,Short,2,6.02,115
2016,Gazipur,BRRI dhan56,Short,3,3.52,115
2016,Gazipur,BRRI dhan66,Short,3,6.18,115
2016,Rajshahi,BRRI dhan75,Short,2,3.6,115
2016,Rangpur,BRRI dhan53,Medium,1,1.96,115
2016,Rangpur,BRRI dhan56,Short,1,3.62,115
2016,Rangpur,BRRI dhan53,Medium,2,3.97,115
2016,Rangpur,BRRI dhan56,Short,2,4.14,115
2016,Rangpur,BRRI dhan53,Medium,3,3.97,115
2016,Rangpur,BRRI dhan56,Short,3,4.12,115
2017,Barishal,BRRI dhan32,Medium,1,3.12,115
2017,Barishal,BRRI dhan57,Short,1,2.31,115
2017,Barishal,BRRI dhan32,Medium,3,3.25,115
2017,Bhanga,BRRI dhan75,Short,1,2.36,115
2017,Bhanga,BRRI dhan33,Short,2,3.69,115
2017,Cumilla,BRRI dhan56,Short,1,3.39,115
2017,Cumilla,BRRI dhan66,Short,3,2.33,115
2017,Gazipur,BRRI dhan56,Short,1,1.89,115
2017,Gazipur,BRRI dhan56,Short,2,1.75,115
2017,Gazipur,BRRI dhan56,Short,3,2.86,115
2017,Rajshahi,BRRI dhan71,Short,1,4.76,115
2017,Rangpur,BRRI dhan32,Medium,1,3.16,115
2017,Rangpur,BRRI dhan53,Medium,1,3.41,115
2017,Rangpur,BRRI dhan73,Medium,1,4.51,115
2017,Rangpur,BRRI dhan32,Medium,2,4.46,115
2017,Rangpur,BRRI dhan53,Medium,2,3.68,115
2017,Rangpur,BRRI dhan73,Medium,2,3.59,115
2017,Rangpur,BRRI dhan32,Medium,3,4.2,115
2017,Rangpur,BRRI dhan53,Medium,3,3.57,115
2017,Rangpur,BRRI dhan73,Medium,3,3.11,115
2017,Satkhira,BRRI dhan75,Short,1,4.99,115
2015,Bhanga,BRRI dhan66,Short,2,5.36,116
2015,Bhanga,BRRI dhan66,Short,3,5.1,116
2015,Cumilla,BRRI dhan56,Short,2,5.04,116
2015,Rajshahi,BRRI dhan66,Short,3,4.93,116
2015,Satkhira,BRRI dhan33,Short,2,5.21,116
2016,Bhanga,BRRI dhan66,Short,1,6.14,116
2016,Bhanga,BRRI dhan53,Medium,3,5.55,116
2016,Gazipur,BRRI dhan33,Short,1,4.93,116
2016,Gazipur,BRRI dhan53,Medium,1,4.48,116
2016,Gazipur,BRRI dhan73,Medium,1,6.07,116
2016,Gazipur,BRRI dhan33,Short,2,3.53,116
2016,Gazipur,BRRI dhan53,Medium,2,5.39,116
2016,Gazipur,BRRI dhan73,Medium,2,6.33,116
2016,Gazipur,BRRI dhan33,Short,3,4.68,116
2016,Gazipur,BRRI dhan53,Medium,3,4.93,116
2016,Gazipur,BRRI dhan73,Medium,3,6.2,116
2016,Rajshahi,BRRI dhan66,Short,1,6.13,116
2016,Rajshahi,BRRI dhan71,Short,1,5.36,116
2016,Rajshahi,BRRI dhan75,Short,1,3.8,116
2016,Rajshahi,BRRI dhan66,Short,2,5.86,116
2016,Rajshahi,BRRI dhan71,Short,2,5.33,116
2017,Bhanga,BRRI dhan56,Short,3,3.73,116
2017,Cumilla,BRRI dhan66,Short,2,3.1,116
2017,Gazipur,BRRI dhan33,Short,1,3.23,116
2017,Gazipur,BRRI dhan66,Short,1,3.94,116
2017,Gazipur,BRRI dhan73,Medium,1,3.23,116
2017,Gazipur,BRRI dhan33,Short,2,3.14,116
2017,Gazipur,BRRI dhan66,Short,2,3.19,116
2017,Gazipur,BRRI dhan73,Medium,2,2.6,116
2017,Gazipur,BRRI dhan33,Short,3,3.39,116
2017,Gazipur,BRRI dhan66,Short,3,4.2,116
2017,Gazipur,BRRI dhan73,Medium,3,3.53,116
2017,Kushtia,BR11,Long,1,3.5,116
2017,Rajshahi,BRRI dhan75,Short,1,3.5,116
2017,Rajshahi,BRRI dhan66,Short,2,3.33,116
2017,Rajshahi,BRRI dhan71,Short,2,3.14,116
2017,Rajshahi,BRRI dhan66,Short,3,3.57,116
2017,Rajshahi,BRRI dhan71,Short,3,3.62,116
2017,Rajshahi,BRRI dhan75,Short,3,4.66,116
2017,Rangpur,BRRI dhan71,Short,3,2.98,116
2017,Satkhira,BRRI dhan66,Short,1,4.86,116
2017,Satkhira,BRRI dhan66,Short,2,5.42,116
2017,Satkhira,BRRI dhan33,Short,3,5.65,116
2015,Kushtia,BRRI dhan62,Short,1,4.67,117
2015,Kushtia,BRRI dhan62,Short,2,4.62,117
2015,Kushtia,BRRI dhan62,Short,3,5.01,117
2015,Rajshahi,BRRI dhan33,Short,1,5.39,117
2015,Rajshahi,BRRI dhan39,Medium,1,5.58,117
2015,Rajshahi,BRRI dhan33,Short,2,4.72,117
2015,Satkhira,BRRI dhan56,Short,2,3.9,117
2015,Satkhira,BRRI dhan33,Short,3,4.74,117
2016,Bhanga,BRRI dhan56,Short,1,7.08,117
2016,Bhanga,BRRI dhan56,Short,2,6.32,117
2016,Bhanga,BRRI dhan66,Short,2,7.31,117
2016,Cumilla,BRRI dhan33,Short,1,4.25,117
2016,Cumilla,BRRI dhan66,Short,1,4.41,117
