"Y"	"L"	"Env"	"t.j"	"r.i"	"Group"	"G"	"GG"	"ari.mean"	"adj.mean"	"w"
"2101"	"2013-2014"	"Barisal"	"2013-2014-Barisal"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	4.40333333333333	4.40333333333333	118.853882864927
"2102"	"2013-2014"	"Barisal"	"2013-2014-Barisal"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	4.41333333333333	4.41333333333333	118.853882864927
"2103"	"2013-2014"	"Barisal"	"2013-2014-Barisal"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.78	4.78	118.853882864927
"2104"	"2013-2014"	"Barisal"	"2013-2014-Barisal"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	5.41	5.41	118.853882864927
"2105"	"2013-2014"	"Barisal"	"2013-2014-Barisal"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	5.37666666666667	5.37666666666667	118.853882864927
"2106"	"2013-2014"	"Barisal"	"2013-2014-Barisal"	2013	2013	"Stress"	"BRRI dhan61"	"Stress-BRRI dhan61"	4.68	4.68	118.853882864927
"2107"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1983	"Long"	"BR12"	"Long-BR12"	6.13333333333333	6.13333333333333	184.775742261527
"2108"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1983	"Long"	"BR14"	"Long-BR14"	6.76666666666667	6.76666666666667	184.775742261527
"2109"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1983	"Long"	"BR15"	"Long-BR15"	6.06666666666667	6.06666666666667	184.775742261528
"2110"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1983	"Long"	"BR16"	"Long-BR16"	6.63333333333333	6.63333333333334	184.775742261527
"2111"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1971	"Long"	"BR2"	"Long-BR2"	5.2	5.2	184.775742261528
"2112"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1973	"Long"	"BR3"	"Long-BR3"	7	7	184.775742261528
"2113"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1977	"Long"	"BR7"	"Long-BR7"	4.8	4.8	184.775742261528
"2114"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1978	"Long"	"BR8"	"Long-BR8"	6.43333333333333	6.43333333333333	184.775742261528
"2115"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1978	"Long"	"BR9"	"Long-BR9"	6.56666666666667	6.56666666666667	184.775742261527
"2116"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	8.33333333333333	8.33333333333333	184.775742261528
"2117"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.8	5.8	184.775742261527
"2118"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	6.83333333333333	6.83333333333334	184.775742261527
"2119"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2012	"Long"	"BRRI dhan58"	"Long-BRRI dhan58"	7.96666666666667	7.96666666666667	184.775742261528
"2120"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2013	"Long"	"BRRI dhan59"	"Long-BRRI dhan59"	7.8	7.8	184.775742261528
"2121"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2013	"Long"	"BRRI dhan60"	"Long-BRRI dhan60"	8.06666666666667	8.06666666666667	184.775742261527
"2122"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1970	"Short"	"BR1"	"Short-BR1"	5.76666666666667	5.76666666666667	184.775742261527
"2123"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1977	"Short"	"BR6"	"Short-BR6"	4.73333333333333	4.73333333333334	184.775742261528
"2124"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.7	6.7	184.775742261528
"2125"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	7.13333333333333	7.13333333333333	184.775742261528
"2126"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1985	"Stress"	"BR17"	"Stress-BR17"	6.66666666666667	6.66666666666667	184.775742261527
"2127"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	6.83333333333333	6.83333333333333	184.775742261528
"2128"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	6.8	6.8	184.775742261528
"2129"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	5.73333333333333	5.73333333333333	184.775742261527
"2130"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	6.83333333333333	6.83333333333334	184.775742261527
"2131"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	7.5	7.5	184.775742261528
"2132"	"2013-2014"	"Bhanga"	"2013-2014-Bhanga"	2013	2013	"Stress"	"BRRI dhan61"	"Stress-BRRI dhan61"	7.1	7.1	184.775742261528
"2133"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1983	"Long"	"BR12"	"Long-BR12"	4.28	4.28	186.255313052201
"2134"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1983	"Long"	"BR14"	"Long-BR14"	5.39	5.39	186.255313052201
"2135"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1983	"Long"	"BR15"	"Long-BR15"	5.20333333333333	5.20333333333333	186.255313052202
"2136"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1983	"Long"	"BR16"	"Long-BR16"	5.82	5.82000000000001	186.255313052201
"2137"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1971	"Long"	"BR2"	"Long-BR2"	4.89	4.89	186.255313052202
"2138"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1973	"Long"	"BR3"	"Long-BR3"	5.22333333333333	5.22333333333333	186.255313052202
"2139"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1977	"Long"	"BR7"	"Long-BR7"	3.95	3.95	186.255313052202
"2140"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1978	"Long"	"BR8"	"Long-BR8"	4.66666666666667	4.66666666666667	186.255313052202
"2141"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1978	"Long"	"BR9"	"Long-BR9"	5.50666666666667	5.50666666666667	186.255313052201
"2142"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	6.96	6.96	186.255313052202
"2143"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	4.26333333333333	4.26333333333334	186.255313052201
"2144"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	5.28	5.28	186.255313052201
"2145"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2012	"Long"	"BRRI dhan58"	"Long-BRRI dhan58"	6.77	6.77	186.255313052202
"2146"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2013	"Long"	"BRRI dhan59"	"Long-BRRI dhan59"	6.55666666666667	6.55666666666667	186.255313052202
"2147"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2013	"Long"	"BRRI dhan60"	"Long-BRRI dhan60"	6.83666666666667	6.83666666666667	186.255313052202
"2148"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1970	"Short"	"BR1"	"Short-BR1"	5.18	5.18	186.255313052201
"2149"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1977	"Short"	"BR6"	"Short-BR6"	4.33	4.33	186.255313052202
"2150"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.61333333333333	5.61333333333333	186.255313052202
"2151"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	5.33	5.33	186.255313052202
"2152"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1985	"Stress"	"BR17"	"Stress-BR17"	5.72	5.72	186.255313052201
"2153"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	5.94333333333333	5.94333333333333	186.255313052202
"2154"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	5.63666666666667	5.63666666666667	186.255313052202
"2155"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.41333333333333	4.41333333333333	186.255313052202
"2156"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	5.35666666666667	5.35666666666667	186.255313052201
"2157"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	6.77333333333333	6.77333333333333	186.255313052202
"2158"	"2013-2014"	"Comilla"	"2013-2014-Comilla"	2013	2013	"Stress"	"BRRI dhan61"	"Stress-BRRI dhan61"	5.97333333333333	5.97333333333333	186.255313052202
"2159"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1983	"Long"	"BR12"	"Long-BR12"	5.7	5.69999999999999	16.6213722434448
"2160"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1983	"Long"	"BR14"	"Long-BR14"	6.68333333333333	6.68333333333333	16.6213722434448
"2161"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1983	"Long"	"BR15"	"Long-BR15"	7.63333333333333	7.63333333333333	16.6213722434449
"2162"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1983	"Long"	"BR16"	"Long-BR16"	7.43333333333333	7.43333333333334	16.6213722434448
"2163"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1971	"Long"	"BR2"	"Long-BR2"	5.6	5.6	16.6213722434449
"2164"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1973	"Long"	"BR3"	"Long-BR3"	7	7	16.6213722434449
"2165"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1977	"Long"	"BR7"	"Long-BR7"	6.63333333333333	6.63333333333333	16.6213722434449
"2166"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1978	"Long"	"BR8"	"Long-BR8"	5.5	5.5	16.6213722434449
"2167"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1978	"Long"	"BR9"	"Long-BR9"	5.3	5.3	16.6213722434448
"2168"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.43333333333333	7.43333333333333	16.6213722434449
"2169"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.6	6.6	16.6213722434448
"2170"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	6.13333333333333	6.13333333333333	16.6213722434448
"2171"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2012	"Long"	"BRRI dhan58"	"Long-BRRI dhan58"	7.1	7.1	16.6213722434449
"2172"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2013	"Long"	"BRRI dhan59"	"Long-BRRI dhan59"	6	6	16.6213722434449
"2173"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2013	"Long"	"BRRI dhan60"	"Long-BRRI dhan60"	6.43333333333333	6.43333333333333	16.6213722434449
"2174"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1970	"Short"	"BR1"	"Short-BR1"	6.70666666666667	6.70666666666666	16.6213722434448
"2175"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1977	"Short"	"BR6"	"Short-BR6"	5.9	5.9	16.6213722434449
"2176"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	7.03333333333333	7.03333333333333	16.6213722434449
"2177"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	5.76666666666667	5.76666666666666	16.6213722434449
"2178"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1985	"Stress"	"BR17"	"Stress-BR17"	6.28333333333333	6.28333333333333	16.6213722434448
"2179"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	5.13333333333333	5.13333333333333	16.6213722434449
"2180"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	5.66666666666667	5.66666666666666	16.6213722434449
"2181"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.63333333333333	6.63333333333333	16.6213722434449
"2182"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	5.6	5.6	16.6213722434449
"2183"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	6.73333333333333	6.73333333333333	16.6213722434449
"2184"	"2013-2014"	"Gazipur"	"2013-2014-Gazipur"	2013	2013	"Stress"	"BRRI dhan61"	"Stress-BRRI dhan61"	6.23333333333333	6.23333333333333	16.6213722434449
"2185"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1983	"Long"	"BR12"	"Long-BR12"	5.28	5.28	93.7635235851317
"2186"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1983	"Long"	"BR14"	"Long-BR14"	5.91	5.91	93.763523585132
"2187"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1983	"Long"	"BR15"	"Long-BR15"	4.96	4.96	93.7635235851322
"2188"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1983	"Long"	"BR16"	"Long-BR16"	5.84333333333333	5.84333333333333	93.7635235851317
"2189"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1971	"Long"	"BR2"	"Long-BR2"	5.10333333333333	5.10333333333333	93.7635235851321
"2190"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1973	"Long"	"BR3"	"Long-BR3"	6.43666666666667	6.43666666666666	93.7635235851321
"2191"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1977	"Long"	"BR7"	"Long-BR7"	4.84	4.84	93.7635235851321
"2192"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1978	"Long"	"BR8"	"Long-BR8"	5.78333333333333	5.78333333333333	93.7635235851323
"2193"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1978	"Long"	"BR9"	"Long-BR9"	5.76	5.76	93.7635235851319
"2194"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	6.83	6.83	93.7635235851322
"2195"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.18333333333333	5.18333333333333	93.763523585132
"2196"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	6.15333333333333	6.15333333333333	93.763523585132
"2197"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2012	"Long"	"BRRI dhan58"	"Long-BRRI dhan58"	7.01	7.01	93.7635235851321
"2198"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2013	"Long"	"BRRI dhan59"	"Long-BRRI dhan59"	6.80666666666667	6.80666666666667	93.7635235851321
"2199"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2013	"Long"	"BRRI dhan60"	"Long-BRRI dhan60"	6.88666666666667	6.88666666666667	93.763523585132
"2200"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1970	"Short"	"BR1"	"Short-BR1"	5.79666666666667	5.79666666666666	93.7635235851319
"2201"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1977	"Short"	"BR6"	"Short-BR6"	4.85	4.85	93.7635235851321
"2202"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.59	5.59	93.7635235851322
"2203"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.09666666666667	6.09666666666666	93.7635235851321
"2204"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1985	"Stress"	"BR17"	"Stress-BR17"	5.84	5.84	93.763523585132
"2205"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	5.51666666666667	5.51666666666666	93.7635235851322
"2206"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	5.52333333333333	5.52333333333333	93.7635235851321
"2207"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	5.25666666666667	5.25666666666667	93.763523585132
"2208"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	5.92666666666667	5.92666666666667	93.763523585132
"2209"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	6.55666666666667	6.55666666666666	93.7635235851321
"2210"	"2013-2014"	"Habiganj"	"2013-2014-Habiganj"	2013	2013	"Stress"	"BRRI dhan61"	"Stress-BRRI dhan61"	6.81	6.81	93.7635235851321
"2211"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1983	"Long"	"BR12"	"Long-BR12"	3.49666666666667	3.49666666666667	4.67356042485682
"2212"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1983	"Long"	"BR14"	"Long-BR14"	4.15333333333333	4.15333333333333	4.67356042485682
"2213"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1983	"Long"	"BR15"	"Long-BR15"	6.13	6.13	4.6735604248568
"2214"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1983	"Long"	"BR16"	"Long-BR16"	6.46	6.46	4.67356042485681
"2215"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1971	"Long"	"BR2"	"Long-BR2"	5.75	5.75	4.67356042485681
"2216"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1973	"Long"	"BR3"	"Long-BR3"	6.34	6.34	4.6735604248568
"2217"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1977	"Long"	"BR7"	"Long-BR7"	5.95333333333333	5.95333333333333	4.67356042485682
"2218"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1978	"Long"	"BR8"	"Long-BR8"	7.35	7.35	4.67356042485681
"2219"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1978	"Long"	"BR9"	"Long-BR9"	4.53	4.53	4.67356042485681
"2220"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7	7.00000000000001	4.6735604248568
"2221"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.19666666666667	5.19666666666666	4.67356042485681
"2222"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	6.36	6.36	4.67356042485681
"2223"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	2012	"Long"	"BRRI dhan58"	"Long-BRRI dhan58"	6.68333333333333	6.68333333333333	4.67356042485681
"2224"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1970	"Short"	"BR1"	"Short-BR1"	5.98666666666667	5.98666666666666	4.6735604248568
"2225"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1977	"Short"	"BR6"	"Short-BR6"	5.86	5.86	4.67356042485681
"2226"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.85	5.85	4.67356042485681
"2227"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.29666666666667	6.29666666666667	4.67356042485681
"2228"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1985	"Stress"	"BR17"	"Stress-BR17"	5.24666666666667	5.24666666666667	4.67356042485681
"2229"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	5.87	5.87	4.67356042485681
"2230"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	6.27	6.27	4.67356042485681
"2231"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.11	6.11	4.67356042485681
"2232"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	4.17	4.17	4.67356042485681
"2233"	"2013-2014"	"Kustia"	"2013-2014-Kustia"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	6.73666666666667	6.73666666666667	4.67356042485681
"2234"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1983	"Long"	"BR12"	"Long-BR12"	4.73333333333333	4.73333333333333	20.7020874073979
"2235"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1983	"Long"	"BR14"	"Long-BR14"	5.11666666666667	5.11666666666666	20.702087407398
"2236"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1983	"Long"	"BR15"	"Long-BR15"	2.38666666666667	2.38666666666666	20.702087407398
"2237"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1983	"Long"	"BR16"	"Long-BR16"	2.74666666666667	2.74666666666665	20.7020874073979
"2238"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1971	"Long"	"BR2"	"Long-BR2"	2.27333333333333	2.27333333333333	20.702087407398
"2239"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1973	"Long"	"BR3"	"Long-BR3"	2.88	2.88	20.702087407398
"2240"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1977	"Long"	"BR7"	"Long-BR7"	2.70666666666667	2.70666666666666	20.702087407398
"2241"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1978	"Long"	"BR8"	"Long-BR8"	5.58666666666667	5.58666666666666	20.702087407398
"2242"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1978	"Long"	"BR9"	"Long-BR9"	2.57	2.56999999999999	20.7020874073979
"2243"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	3.05666666666667	3.05666666666666	20.702087407398
"2244"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.03333333333333	5.03333333333333	20.702087407398
"2245"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	2.61666666666667	2.61666666666666	20.7020874073979
"2246"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2012	"Long"	"BRRI dhan58"	"Long-BRRI dhan58"	3.18333333333333	3.18333333333333	20.702087407398
"2247"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2013	"Long"	"BRRI dhan59"	"Long-BRRI dhan59"	2.67666666666667	2.67666666666666	20.702087407398
"2248"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2013	"Long"	"BRRI dhan60"	"Long-BRRI dhan60"	2.75666666666667	2.75666666666666	20.702087407398
"2249"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1970	"Short"	"BR1"	"Short-BR1"	5.07	5.07	20.7020874073979
"2250"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1977	"Short"	"BR6"	"Short-BR6"	2.71666666666667	2.71666666666666	20.702087407398
"2251"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	2.41333333333333	2.41333333333333	20.702087407398
"2252"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	4.75333333333333	4.75333333333333	20.702087407398
"2253"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1985	"Stress"	"BR17"	"Stress-BR17"	1.46	1.45999999999999	20.702087407398
"2254"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1985	"Stress"	"BR18"	"Stress-BR18"	1.34333333333333	1.34333333333333	20.702087407398
"2255"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1985	"Stress"	"BR19"	"Stress-BR19"	1.83	1.83	20.702087407398
"2256"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.76	4.76	20.702087407398
"2257"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	5.25333333333333	5.25333333333333	20.702087407398
"2258"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2011	"Stress"	"BRRI dhan55"	"Stress-BRRI dhan55"	2.25666666666667	2.25666666666666	20.702087407398
"2259"	"2013-2014"	"Rajshahi"	"2013-2014-Rajshahi"	2013	2013	"Stress"	"BRRI dhan61"	"Stress-BRRI dhan61"	3.19666666666667	3.19666666666666	20.702087407398
"2260"	"2013-2014"	"Rangpur"	"2013-2014-Rangpur"	2013	1983	"Long"	"BR12"	"Long-BR12"	5.8	5.8	16.8797068413307
"2261"	"2013-2014"	"Rangpur"	"2013-2014-Rangpur"	2013	1983	"Long"	"BR14"	"Long-BR14"	6.1	6.1	16.8797068413308
"2262"	"2013-2014"	"Rangpur"	"2013-2014-Rangpur"	2013	1983	"Long"	"BR15"	"Long-BR15"	6.73333333333333	6.73333333333333	16.8797068413308
