"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"6445"	"2001-2002"	2001	1994	"Rangpur"	"2001-2002-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.3
"6446"	"2001-2002"	2001	1994	"Satkhira"	"2001-2002-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.83
"6447"	"2002-2003"	2002	1994	"Barisal"	"2002-2003-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.75
"6448"	"2002-2003"	2002	1994	"Bhanga"	"2002-2003-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.49
"6449"	"2002-2003"	2002	1994	"Comilla"	"2002-2003-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.99
"6450"	"2002-2003"	2002	1994	"Gazipur"	"2002-2003-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5
"6451"	"2002-2003"	2002	1994	"Habiganj"	"2002-2003-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.91
"6452"	"2002-2003"	2002	1994	"Rajshahi"	"2002-2003-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.6
"6453"	"2002-2003"	2002	1994	"Rangpur"	"2002-2003-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.6
"6454"	"2002-2003"	2002	1994	"Satkhira"	"2002-2003-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.55
"6455"	"2003-2004"	2003	1994	"Barisal"	"2003-2004-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5
"6456"	"2003-2004"	2003	1994	"Bhanga"	"2003-2004-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.12
"6457"	"2003-2004"	2003	1994	"Comilla"	"2003-2004-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.34
"6458"	"2003-2004"	2003	1994	"Gazipur"	"2003-2004-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	3.3
"6459"	"2003-2004"	2003	1994	"Habiganj"	"2003-2004-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.03
"6460"	"2003-2004"	2003	1994	"Rajshahi"	"2003-2004-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.13
"6461"	"2003-2004"	2003	1994	"Rangpur"	"2003-2004-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.51
"6462"	"2003-2004"	2003	1994	"Satkhira"	"2003-2004-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.77
"6463"	"2004-2005"	2004	1994	"Barisal"	"2004-2005-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.09
"6464"	"2004-2005"	2004	1994	"Bhanga"	"2004-2005-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.54
"6465"	"2004-2005"	2004	1994	"Comilla"	"2004-2005-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.44
"6466"	"2004-2005"	2004	1994	"Gazipur"	"2004-2005-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.26
"6467"	"2004-2005"	2004	1994	"Habiganj"	"2004-2005-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.3
"6468"	"2004-2005"	2004	1994	"Rajshahi"	"2004-2005-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	3.85
"6469"	"2004-2005"	2004	1994	"Rangpur"	"2004-2005-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.6
"6470"	"2004-2005"	2004	1994	"Satkhira"	"2004-2005-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.27
"6471"	"2004-2005"	2004	1994	"Kustia"	"2004-2005-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.92
"6472"	"2005-2006"	2005	1994	"Barisal"	"2005-2006-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.02
"6473"	"2005-2006"	2005	1994	"Bhanga"	"2005-2006-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.04
"6474"	"2005-2006"	2005	1994	"Comilla"	"2005-2006-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.64
"6475"	"2005-2006"	2005	1994	"Gazipur"	"2005-2006-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.67
"6476"	"2005-2006"	2005	1994	"Habiganj"	"2005-2006-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.5
"6477"	"2005-2006"	2005	1994	"Rajshahi"	"2005-2006-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.03
"6478"	"2005-2006"	2005	1994	"Rangpur"	"2005-2006-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.71
"6479"	"2005-2006"	2005	1994	"Satkhira"	"2005-2006-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.22
"6480"	"2005-2006"	2005	1994	"Kustia"	"2005-2006-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.37
"6481"	"2006-2007"	2006	1994	"Barisal"	"2006-2007-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.91
"6482"	"2006-2007"	2006	1994	"Bhanga"	"2006-2007-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.27
"6483"	"2006-2007"	2006	1994	"Comilla"	"2006-2007-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.27
"6484"	"2006-2007"	2006	1994	"Gazipur"	"2006-2007-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.59
"6485"	"2006-2007"	2006	1994	"Habiganj"	"2006-2007-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.32
"6486"	"2006-2007"	2006	1994	"Rajshahi"	"2006-2007-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5
"6487"	"2006-2007"	2006	1994	"Kustia"	"2006-2007-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.82
"6488"	"2006-2007"	2006	1994	"Rangpur"	"2006-2007-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.41
"6489"	"2006-2007"	2006	1994	"Satkhira"	"2006-2007-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.51
"6490"	"2007-2008"	2007	1994	"Barisal"	"2007-2008-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.96
"6491"	"2007-2008"	2007	1994	"Bhanga"	"2007-2008-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.24
"6492"	"2007-2008"	2007	1994	"Comilla"	"2007-2008-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.41
"6493"	"2007-2008"	2007	1994	"Gazipur"	"2007-2008-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.15
"6494"	"2007-2008"	2007	1994	"Habiganj"	"2007-2008-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.32
"6495"	"2007-2008"	2007	1994	"Rangpur"	"2007-2008-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.9
"6496"	"2007-2008"	2007	1994	"Satkhira"	"2007-2008-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.5
"6497"	"2007-2008"	2007	1994	"Kustia"	"2007-2008-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.76
"6498"	"2007-2008"	2007	1994	"Rajshahi"	"2007-2008-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.36
"6499"	"2008-2009"	2008	1994	"Barisal"	"2008-2009-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.81
"6500"	"2008-2009"	2008	1994	"Bhanga"	"2008-2009-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.26
"6501"	"2008-2009"	2008	1994	"Comilla"	"2008-2009-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.62
"6502"	"2008-2009"	2008	1994	"Gazipur"	"2008-2009-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.9
"6503"	"2008-2009"	2008	1994	"Habiganj"	"2008-2009-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.2
"6504"	"2008-2009"	2008	1994	"Rajshahi"	"2008-2009-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	3.72
"6505"	"2008-2009"	2008	1994	"Rangpur"	"2008-2009-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.7
"6506"	"2008-2009"	2008	1994	"Kustia"	"2008-2009-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.6
"6507"	"2008-2009"	2008	1994	"Satkhira"	"2008-2009-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.01
"6508"	"2009-2010"	2009	1994	"Barisal"	"2009-2010-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.65
"6509"	"2009-2010"	2009	1994	"Bhanga"	"2009-2010-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.61
"6510"	"2009-2010"	2009	1994	"Comilla"	"2009-2010-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.66
"6511"	"2009-2010"	2009	1994	"Gazipur"	"2009-2010-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.55
"6512"	"2009-2010"	2009	1994	"Habiganj"	"2009-2010-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.15
"6513"	"2009-2010"	2009	1994	"Rajshahi"	"2009-2010-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.04
"6514"	"2009-2010"	2009	1994	"Rangpur"	"2009-2010-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	3.9
"6515"	"2009-2010"	2009	1994	"Satkhira"	"2009-2010-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.75
"6516"	"2009-2010"	2009	1994	"Kustia"	"2009-2010-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.2
"6517"	"2010-2011"	2010	1994	"Barisal"	"2010-2011-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.24
"6518"	"2010-2011"	2010	1994	"Bhanga"	"2010-2011-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.97
"6519"	"2010-2011"	2010	1994	"Comilla"	"2010-2011-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.71
"6520"	"2010-2011"	2010	1994	"Gazipur"	"2010-2011-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	1.95
"6521"	"2010-2011"	2010	1994	"Habiganj"	"2010-2011-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.1
"6522"	"2010-2011"	2010	1994	"Rangpur"	"2010-2011-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.9
"6523"	"2010-2011"	2010	1994	"Satkhira"	"2010-2011-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.5
"6524"	"2010-2011"	2010	1994	"Sonagazi"	"2010-2011-Sonagazi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.1
"6525"	"2010-2011"	2010	1994	"Kustia"	"2010-2011-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.8
"6526"	"2010-2011"	2010	1994	"Rajshahi"	"2010-2011-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.04
"6527"	"2011-2012"	2011	1994	"Barisal"	"2011-2012-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.24
"6528"	"2011-2012"	2011	1994	"Bhanga"	"2011-2012-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.97
"6529"	"2011-2012"	2011	1994	"Comilla"	"2011-2012-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.61
"6530"	"2011-2012"	2011	1994	"Gazipur"	"2011-2012-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.9
"6531"	"2011-2012"	2011	1994	"Habiganj"	"2011-2012-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.1
"6532"	"2011-2012"	2011	1994	"Rangpur"	"2011-2012-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.9
"6533"	"2011-2012"	2011	1994	"Satkhira"	"2011-2012-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.71
"6534"	"2011-2012"	2011	1994	"Sonagazi"	"2011-2012-Sonagazi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.1
"6535"	"2011-2012"	2011	1994	"Kustia"	"2011-2012-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.8
"6536"	"2011-2012"	2011	1994	"Rajshahi"	"2011-2012-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.04
"6537"	"2012-2013"	2012	1994	"Barisal"	"2012-2013-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.76
"6538"	"2012-2013"	2012	1994	"Bhanga"	"2012-2013-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	9.36
"6539"	"2012-2013"	2012	1994	"Comilla"	"2012-2013-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.07
"6540"	"2012-2013"	2012	1994	"Gazipur"	"2012-2013-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.95
"6541"	"2012-2013"	2012	1994	"Habiganj"	"2012-2013-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.55
"6542"	"2012-2013"	2012	1994	"Rangpur"	"2012-2013-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.4
"6543"	"2012-2013"	2012	1994	"Satkhira"	"2012-2013-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.8
"6544"	"2012-2013"	2012	1994	"Sonagazi"	"2012-2013-Sonagazi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.86
"6545"	"2012-2013"	2012	1994	"Kustia"	"2012-2013-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.53
"6546"	"2012-2013"	2012	1994	"Rajshahi"	"2012-2013-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	4.15
"6547"	"2013-2014"	2013	1994	"Barisal"	"2013-2014-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.43
"6548"	"2013-2014"	2013	1994	"Bhanga"	"2013-2014-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.4
"6549"	"2013-2014"	2013	1994	"Comilla"	"2013-2014-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.05
"6550"	"2013-2014"	2013	1994	"Gazipur"	"2013-2014-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.8
"6551"	"2013-2014"	2013	1994	"Habiganj"	"2013-2014-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.99
"6552"	"2013-2014"	2013	1994	"Rangpur"	"2013-2014-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.5
"6553"	"2013-2014"	2013	1994	"Satkhira"	"2013-2014-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.61
"6554"	"2013-2014"	2013	1994	"Sonagazi"	"2013-2014-Sonagazi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.95
"6555"	"2013-2014"	2013	1994	"Kustia"	"2013-2014-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.11
"6556"	"2013-2014"	2013	1994	"Rajshahi"	"2013-2014-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	2.94
"6557"	"2014-2015"	2014	1994	"Barisal"	"2014-2015-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.01
"6558"	"2014-2015"	2014	1994	"Bhanga"	"2014-2015-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.28
"6559"	"2014-2015"	2014	1994	"Comilla"	"2014-2015-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.22
"6560"	"2014-2015"	2014	1994	"Gazipur"	"2014-2015-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8
"6561"	"2014-2015"	2014	1994	"Habiganj"	"2014-2015-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.45
"6562"	"2014-2015"	2014	1994	"Rangpur"	"2014-2015-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	3.7
"6563"	"2014-2015"	2014	1994	"Satkhira"	"2014-2015-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.76
"6564"	"2014-2015"	2014	1994	"Sonagazi"	"2014-2015-Sonagazi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.48
"6565"	"2014-2015"	2014	1994	"Kustia"	"2014-2015-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.68
"6566"	"2014-2015"	2014	1994	"Rajshahi"	"2014-2015-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.03
"6567"	"2015-2016"	2015	1994	"Barisal"	"2015-2016-Barisal"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.14
"6568"	"2015-2016"	2015	1994	"Bhanga"	"2015-2016-Bhanga"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.19
"6569"	"2015-2016"	2015	1994	"Comilla"	"2015-2016-Comilla"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.01
"6570"	"2015-2016"	2015	1994	"Gazipur"	"2015-2016-Gazipur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.3
"6571"	"2015-2016"	2015	1994	"Habiganj"	"2015-2016-Habiganj"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	7.8
"6572"	"2015-2016"	2015	1994	"Rangpur"	"2015-2016-Rangpur"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.91
"6573"	"2015-2016"	2015	1994	"Satkhira"	"2015-2016-Satkhira"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	6.88
"6574"	"2015-2016"	2015	1994	"Sonagazi"	"2015-2016-Sonagazi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	3.84
"6575"	"2015-2016"	2015	1994	"Kustia"	"2015-2016-Kustia"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	8.03
"6576"	"2015-2016"	2015	1994	"Rajshahi"	"2015-2016-Rajshahi"	"BRRI dhan29"	"3"	"Long"	"Long-BRRI dhan29"	5.88
"6577"	"2001-2002"	2001	1998	"Barisal"	"2001-2002-Barisal"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	7.08
"6578"	"2001-2002"	2001	1998	"Bhanga"	"2001-2002-Bhanga"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	7.7
"6579"	"2001-2002"	2001	1998	"Comilla"	"2001-2002-Comilla"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.35
"6580"	"2001-2002"	2001	1998	"Habiganj"	"2001-2002-Habiganj"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.38
"6581"	"2001-2002"	2001	1998	"Rajshahi"	"2001-2002-Rajshahi"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.4
"6582"	"2001-2002"	2001	1998	"Rangpur"	"2001-2002-Rangpur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.47
"6583"	"2001-2002"	2001	1998	"Satkhira"	"2001-2002-Satkhira"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.63
"6584"	"2002-2003"	2002	1998	"Barisal"	"2002-2003-Barisal"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.6
"6585"	"2002-2003"	2002	1998	"Bhanga"	"2002-2003-Bhanga"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.4
"6586"	"2002-2003"	2002	1998	"Comilla"	"2002-2003-Comilla"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	4.48
"6587"	"2002-2003"	2002	1998	"Gazipur"	"2002-2003-Gazipur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.25
"6588"	"2002-2003"	2002	1998	"Habiganj"	"2002-2003-Habiganj"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.29
"6589"	"2002-2003"	2002	1998	"Rajshahi"	"2002-2003-Rajshahi"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	3.3
"6590"	"2002-2003"	2002	1998	"Rangpur"	"2002-2003-Rangpur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	3.91
"6591"	"2002-2003"	2002	1998	"Satkhira"	"2002-2003-Satkhira"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	4.55
"6592"	"2003-2004"	2003	1998	"Barisal"	"2003-2004-Barisal"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	3.64
"6593"	"2003-2004"	2003	1998	"Bhanga"	"2003-2004-Bhanga"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.4
"6594"	"2003-2004"	2003	1998	"Comilla"	"2003-2004-Comilla"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.06
"6595"	"2003-2004"	2003	1998	"Gazipur"	"2003-2004-Gazipur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	3.15
"6596"	"2003-2004"	2003	1998	"Habiganj"	"2003-2004-Habiganj"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.55
"6597"	"2003-2004"	2003	1998	"Rajshahi"	"2003-2004-Rajshahi"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	2.16
"6598"	"2003-2004"	2003	1998	"Rangpur"	"2003-2004-Rangpur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	4.82
"6599"	"2003-2004"	2003	1998	"Satkhira"	"2003-2004-Satkhira"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.3
"6600"	"2004-2005"	2004	1998	"Barisal"	"2004-2005-Barisal"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.96
"6601"	"2004-2005"	2004	1998	"Bhanga"	"2004-2005-Bhanga"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.79
"6602"	"2004-2005"	2004	1998	"Comilla"	"2004-2005-Comilla"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.91
"6603"	"2004-2005"	2004	1998	"Gazipur"	"2004-2005-Gazipur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	4
"6604"	"2004-2005"	2004	1998	"Habiganj"	"2004-2005-Habiganj"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.63
"6605"	"2004-2005"	2004	1998	"Rajshahi"	"2004-2005-Rajshahi"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	3.47
"6606"	"2004-2005"	2004	1998	"Rangpur"	"2004-2005-Rangpur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.63
"6607"	"2004-2005"	2004	1998	"Satkhira"	"2004-2005-Satkhira"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.32
"6608"	"2004-2005"	2004	1998	"Kustia"	"2004-2005-Kustia"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.5
"6609"	"2005-2006"	2005	1998	"Barisal"	"2005-2006-Barisal"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	7.45
"6610"	"2005-2006"	2005	1998	"Bhanga"	"2005-2006-Bhanga"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	7.08
"6611"	"2005-2006"	2005	1998	"Comilla"	"2005-2006-Comilla"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.67
"6612"	"2005-2006"	2005	1998	"Gazipur"	"2005-2006-Gazipur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.21
"6613"	"2005-2006"	2005	1998	"Habiganj"	"2005-2006-Habiganj"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	8.7
"6614"	"2005-2006"	2005	1998	"Rajshahi"	"2005-2006-Rajshahi"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.4
"6615"	"2005-2006"	2005	1998	"Rangpur"	"2005-2006-Rangpur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	3.12
"6616"	"2005-2006"	2005	1998	"Satkhira"	"2005-2006-Satkhira"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.97
"6617"	"2005-2006"	2005	1998	"Kustia"	"2005-2006-Kustia"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.6
"6618"	"2006-2007"	2006	1998	"Barisal"	"2006-2007-Barisal"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	4.76
"6619"	"2006-2007"	2006	1998	"Bhanga"	"2006-2007-Bhanga"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	6.34
"6620"	"2006-2007"	2006	1998	"Comilla"	"2006-2007-Comilla"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	5.89
"6621"	"2006-2007"	2006	1998	"Gazipur"	"2006-2007-Gazipur"	"BRRI dhan35"	"1"	"Long"	"Long-BRRI dhan35"	4.72
