"Y"	"tj"	"ri"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2014"	2014	2005	"Kustia"	"2014-Kustia"	"BRRI dhan44"	"1"	"Stress"	5.63
"2014"	2014	2005	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan44"	"1"	"Stress"	3.99
"2014"	2014	2005	"Comilla"	"2014-Comilla"	"BRRI dhan44"	"1"	"Stress"	5.12
"2014"	2014	2005	"Gazipur"	"2014-Gazipur"	"BRRI dhan44"	"1"	"Stress"	5.9
"2014"	2014	2005	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan44"	"1"	"Stress"	6.364651163
"2014"	2014	2005	"Rangpur"	"2014-Rangpur"	"BRRI dhan44"	"1"	"Stress"	4.8
"2014"	2014	2005	"Satkhira"	"2014-Satkhira"	"BRRI dhan44"	"1"	"Stress"	5.21
"2014"	2014	2005	"Bhanga"	"2014-Bhanga"	"BRRI dhan44"	"1"	"Stress"	3.5
"2015"	2015	2005	"Kustia"	"2015-Kustia"	"BRRI dhan44"	"1"	"Stress"	5.43
"2015"	2015	2005	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan44"	"1"	"Stress"	4.517674419
"2015"	2015	2005	"Comilla"	"2015-Comilla"	"BRRI dhan44"	"1"	"Stress"	4.041535075
"2015"	2015	2005	"Gazipur"	"2015-Gazipur"	"BRRI dhan44"	"1"	"Stress"	5.671162874
"2015"	2015	2005	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan44"	"1"	"Stress"	4.252174419
"2015"	2015	2005	"Rangpur"	"2015-Rangpur"	"BRRI dhan44"	"1"	"Stress"	2.5
"2015"	2015	2005	"Satkhira"	"2015-Satkhira"	"BRRI dhan44"	"1"	"Stress"	4.692829457
"2006"	2006	2005	"Barisal"	"2006-Barisal"	"BRRI dhan44"	"2"	"Stress"	3.58
"2006"	2006	2005	"Comilla"	"2006-Comilla"	"BRRI dhan44"	"2"	"Stress"	1.86
"2006"	2006	2005	"Gazipur"	"2006-Gazipur"	"BRRI dhan44"	"2"	"Stress"	4.5
"2006"	2006	2005	"Rajshahi"	"2006-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	3.7
"2006"	2006	2005	"Rangpur"	"2006-Rangpur"	"BRRI dhan44"	"2"	"Stress"	4.15
"2006"	2006	2005	"Satkhira"	"2006-Satkhira"	"BRRI dhan44"	"2"	"Stress"	4.85
"2006"	2006	2005	"Sonagazi"	"2006-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	6.17
"2006"	2006	2005	"Kustia"	"2006-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.89
"2007"	2007	2005	"Barisal"	"2007-Barisal"	"BRRI dhan44"	"2"	"Stress"	3.58
"2007"	2007	2005	"Comilla"	"2007-Comilla"	"BRRI dhan44"	"2"	"Stress"	3.95
"2007"	2007	2005	"Gazipur"	"2007-Gazipur"	"BRRI dhan44"	"2"	"Stress"	4.15
"2007"	2007	2005	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	3.9
"2007"	2007	2005	"Rangpur"	"2007-Rangpur"	"BRRI dhan44"	"2"	"Stress"	4.275
"2007"	2007	2005	"Satkhira"	"2007-Satkhira"	"BRRI dhan44"	"2"	"Stress"	3.95
"2007"	2007	2005	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	2.83
"2007"	2007	2005	"Kustia"	"2007-Kustia"	"BRRI dhan44"	"2"	"Stress"	4.75
"2008"	2008	2005	"Barisal"	"2008-Barisal"	"BRRI dhan44"	"2"	"Stress"	3.665
"2008"	2008	2005	"Comilla"	"2008-Comilla"	"BRRI dhan44"	"2"	"Stress"	4.2075
"2008"	2008	2005	"Gazipur"	"2008-Gazipur"	"BRRI dhan44"	"2"	"Stress"	4.5
"2008"	2008	2005	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	3.68
"2008"	2008	2005	"Rangpur"	"2008-Rangpur"	"BRRI dhan44"	"2"	"Stress"	4.4
"2008"	2008	2005	"Satkhira"	"2008-Satkhira"	"BRRI dhan44"	"2"	"Stress"	4.4
"2008"	2008	2005	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	2.2
"2008"	2008	2005	"Kustia"	"2008-Kustia"	"BRRI dhan44"	"2"	"Stress"	4.925
"2009"	2009	2005	"Barisal"	"2009-Barisal"	"BRRI dhan44"	"2"	"Stress"	3.75
"2009"	2009	2005	"Comilla"	"2009-Comilla"	"BRRI dhan44"	"2"	"Stress"	4.145
"2009"	2009	2005	"Gazipur"	"2009-Gazipur"	"BRRI dhan44"	"2"	"Stress"	4.5
"2009"	2009	2005	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	3.79
"2009"	2009	2005	"Rangpur"	"2009-Rangpur"	"BRRI dhan44"	"2"	"Stress"	4.4
"2009"	2009	2005	"Satkhira"	"2009-Satkhira"	"BRRI dhan44"	"2"	"Stress"	4.175
"2009"	2009	2005	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	2.2
"2009"	2009	2005	"Kustia"	"2009-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.1
"2010"	2010	2005	"Barisal"	"2010-Barisal"	"BRRI dhan44"	"2"	"Stress"	3.85
"2010"	2010	2005	"Comilla"	"2010-Comilla"	"BRRI dhan44"	"2"	"Stress"	5.29
"2010"	2010	2005	"Gazipur"	"2010-Gazipur"	"BRRI dhan44"	"2"	"Stress"	5.4
"2010"	2010	2005	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	4.845
"2010"	2010	2005	"Rangpur"	"2010-Rangpur"	"BRRI dhan44"	"2"	"Stress"	3.85
"2010"	2010	2005	"Satkhira"	"2010-Satkhira"	"BRRI dhan44"	"2"	"Stress"	4.2875
"2010"	2010	2005	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	4.98
"2010"	2010	2005	"Kustia"	"2010-Kustia"	"BRRI dhan44"	"2"	"Stress"	4.7
"2011"	2011	2005	"Barisal"	"2011-Barisal"	"BRRI dhan44"	"2"	"Stress"	3.95
"2011"	2011	2005	"Comilla"	"2011-Comilla"	"BRRI dhan44"	"2"	"Stress"	4.38
"2011"	2011	2005	"Gazipur"	"2011-Gazipur"	"BRRI dhan44"	"2"	"Stress"	5.75
"2011"	2011	2005	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	5.9
"2011"	2011	2005	"Rangpur"	"2011-Rangpur"	"BRRI dhan44"	"2"	"Stress"	4.5
"2011"	2011	2005	"Satkhira"	"2011-Satkhira"	"BRRI dhan44"	"2"	"Stress"	4.23125
"2011"	2011	2005	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	5.9
"2011"	2011	2005	"Kustia"	"2011-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.6
"2012"	2012	2005	"Kustia"	"2012-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.32
"2012"	2012	2005	"Sonagazi"	"2012-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	4.9
"2012"	2012	2005	"Comilla"	"2012-Comilla"	"BRRI dhan44"	"2"	"Stress"	5.13
"2012"	2012	2005	"Gazipur"	"2012-Gazipur"	"BRRI dhan44"	"2"	"Stress"	4.959
"2012"	2012	2005	"Rajshahi"	"2012-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	4.41
"2012"	2012	2005	"Rangpur"	"2012-Rangpur"	"BRRI dhan44"	"2"	"Stress"	2.3
"2012"	2012	2005	"Satkhira"	"2012-Satkhira"	"BRRI dhan44"	"2"	"Stress"	3.305
"2012"	2012	2005	"Barisal"	"2012-Barisal"	"BRRI dhan44"	"2"	"Stress"	4.31
"2013"	2013	2005	"Kustia"	"2013-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.7
"2013"	2013	2005	"Sonagazi"	"2013-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	4.7
"2013"	2013	2005	"Comilla"	"2013-Comilla"	"BRRI dhan44"	"2"	"Stress"	5.23
"2013"	2013	2005	"Gazipur"	"2013-Gazipur"	"BRRI dhan44"	"2"	"Stress"	5.53
"2013"	2013	2005	"Rajshahi"	"2013-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	5.59
"2013"	2013	2005	"Rangpur"	"2013-Rangpur"	"BRRI dhan44"	"2"	"Stress"	2.3
"2013"	2013	2005	"Barisal"	"2013-Barisal"	"BRRI dhan44"	"2"	"Stress"	5.35
"2014"	2014	2005	"Kustia"	"2014-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.31
"2014"	2014	2005	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	3.81
"2014"	2014	2005	"Comilla"	"2014-Comilla"	"BRRI dhan44"	"2"	"Stress"	5.19
"2014"	2014	2005	"Gazipur"	"2014-Gazipur"	"BRRI dhan44"	"2"	"Stress"	7
"2014"	2014	2005	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	6.778976744
"2014"	2014	2005	"Rangpur"	"2014-Rangpur"	"BRRI dhan44"	"2"	"Stress"	4.1
"2014"	2014	2005	"Satkhira"	"2014-Satkhira"	"BRRI dhan44"	"2"	"Stress"	5.64
"2014"	2014	2005	"Bhanga"	"2014-Bhanga"	"BRRI dhan44"	"2"	"Stress"	3.75
"2015"	2015	2005	"Kustia"	"2015-Kustia"	"BRRI dhan44"	"2"	"Stress"	5.8
"2015"	2015	2005	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan44"	"2"	"Stress"	2.563981395
"2015"	2015	2005	"Comilla"	"2015-Comilla"	"BRRI dhan44"	"2"	"Stress"	4.301248923
"2015"	2015	2005	"Gazipur"	"2015-Gazipur"	"BRRI dhan44"	"2"	"Stress"	5.96473604
"2015"	2015	2005	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan44"	"2"	"Stress"	4.711976744
"2015"	2015	2005	"Rangpur"	"2015-Rangpur"	"BRRI dhan44"	"2"	"Stress"	3.3
"2015"	2015	2005	"Satkhira"	"2015-Satkhira"	"BRRI dhan44"	"2"	"Stress"	5.534883721
"2015"	2015	2005	"Bhanga"	"2015-Bhanga"	"BRRI dhan44"	"2"	"Stress"	4.5
"2006"	2006	2005	"Barisal"	"2006-Barisal"	"BRRI dhan44"	"3"	"Stress"	4.18
"2006"	2006	2005	"Comilla"	"2006-Comilla"	"BRRI dhan44"	"3"	"Stress"	1.29
"2006"	2006	2005	"Gazipur"	"2006-Gazipur"	"BRRI dhan44"	"3"	"Stress"	4.4
"2006"	2006	2005	"Rajshahi"	"2006-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	3.5
"2006"	2006	2005	"Rangpur"	"2006-Rangpur"	"BRRI dhan44"	"3"	"Stress"	3.95
"2006"	2006	2005	"Satkhira"	"2006-Satkhira"	"BRRI dhan44"	"3"	"Stress"	4.95
"2006"	2006	2005	"Sonagazi"	"2006-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	5.72
"2006"	2006	2005	"Kustia"	"2006-Kustia"	"BRRI dhan44"	"3"	"Stress"	6.15
"2007"	2007	2005	"Barisal"	"2007-Barisal"	"BRRI dhan44"	"3"	"Stress"	4.18
"2007"	2007	2005	"Comilla"	"2007-Comilla"	"BRRI dhan44"	"3"	"Stress"	2.95
"2007"	2007	2005	"Gazipur"	"2007-Gazipur"	"BRRI dhan44"	"3"	"Stress"	3.65
"2007"	2007	2005	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	4.2
"2007"	2007	2005	"Rangpur"	"2007-Rangpur"	"BRRI dhan44"	"3"	"Stress"	2.4
"2007"	2007	2005	"Satkhira"	"2007-Satkhira"	"BRRI dhan44"	"3"	"Stress"	3.5
"2007"	2007	2005	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	3.15
"2007"	2007	2005	"Kustia"	"2007-Kustia"	"BRRI dhan44"	"3"	"Stress"	4.9
"2008"	2008	2005	"Barisal"	"2008-Barisal"	"BRRI dhan44"	"3"	"Stress"	3.84
"2008"	2008	2005	"Comilla"	"2008-Comilla"	"BRRI dhan44"	"3"	"Stress"	4.37
"2008"	2008	2005	"Gazipur"	"2008-Gazipur"	"BRRI dhan44"	"3"	"Stress"	4.4
"2008"	2008	2005	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	2.33
"2008"	2008	2005	"Rangpur"	"2008-Rangpur"	"BRRI dhan44"	"3"	"Stress"	4.75
"2008"	2008	2005	"Satkhira"	"2008-Satkhira"	"BRRI dhan44"	"3"	"Stress"	4.225
"2008"	2008	2005	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	2.3
"2008"	2008	2005	"Kustia"	"2008-Kustia"	"BRRI dhan44"	"3"	"Stress"	4.25
"2009"	2009	2005	"Barisal"	"2009-Barisal"	"BRRI dhan44"	"3"	"Stress"	3.5
"2009"	2009	2005	"Comilla"	"2009-Comilla"	"BRRI dhan44"	"3"	"Stress"	3.7075
"2009"	2009	2005	"Gazipur"	"2009-Gazipur"	"BRRI dhan44"	"3"	"Stress"	4.15
"2009"	2009	2005	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	3.265
"2009"	2009	2005	"Rangpur"	"2009-Rangpur"	"BRRI dhan44"	"3"	"Stress"	5.2
"2009"	2009	2005	"Satkhira"	"2009-Satkhira"	"BRRI dhan44"	"3"	"Stress"	3.8625
"2009"	2009	2005	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	2
"2009"	2009	2005	"Kustia"	"2009-Kustia"	"BRRI dhan44"	"3"	"Stress"	3.6
"2010"	2010	2005	"Barisal"	"2010-Barisal"	"BRRI dhan44"	"3"	"Stress"	3.47
"2010"	2010	2005	"Comilla"	"2010-Comilla"	"BRRI dhan44"	"3"	"Stress"	5.12
"2010"	2010	2005	"Gazipur"	"2010-Gazipur"	"BRRI dhan44"	"3"	"Stress"	4.9
"2010"	2010	2005	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	4.6325
"2010"	2010	2005	"Rangpur"	"2010-Rangpur"	"BRRI dhan44"	"3"	"Stress"	4.9
"2010"	2010	2005	"Satkhira"	"2010-Satkhira"	"BRRI dhan44"	"3"	"Stress"	4.04375
"2010"	2010	2005	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	4.72
"2010"	2010	2005	"Kustia"	"2010-Kustia"	"BRRI dhan44"	"3"	"Stress"	5.1
"2011"	2011	2005	"Barisal"	"2011-Barisal"	"BRRI dhan44"	"3"	"Stress"	3.44
"2011"	2011	2005	"Comilla"	"2011-Comilla"	"BRRI dhan44"	"3"	"Stress"	4.94
"2011"	2011	2005	"Gazipur"	"2011-Gazipur"	"BRRI dhan44"	"3"	"Stress"	5.25
"2011"	2011	2005	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	6
"2011"	2011	2005	"Rangpur"	"2011-Rangpur"	"BRRI dhan44"	"3"	"Stress"	4.5
"2011"	2011	2005	"Satkhira"	"2011-Satkhira"	"BRRI dhan44"	"3"	"Stress"	3.953125
"2011"	2011	2005	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	5.9
"2011"	2011	2005	"Kustia"	"2011-Kustia"	"BRRI dhan44"	"3"	"Stress"	5.47
"2012"	2012	2005	"Kustia"	"2012-Kustia"	"BRRI dhan44"	"3"	"Stress"	5.23
"2012"	2012	2005	"Sonagazi"	"2012-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	4.78
"2012"	2012	2005	"Comilla"	"2012-Comilla"	"BRRI dhan44"	"3"	"Stress"	5.1
"2012"	2012	2005	"Gazipur"	"2012-Gazipur"	"BRRI dhan44"	"3"	"Stress"	4.052
"2012"	2012	2005	"Rajshahi"	"2012-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	4.29
"2012"	2012	2005	"Rangpur"	"2012-Rangpur"	"BRRI dhan44"	"3"	"Stress"	2.2
"2012"	2012	2005	"Satkhira"	"2012-Satkhira"	"BRRI dhan44"	"3"	"Stress"	3.375
"2012"	2012	2005	"Barisal"	"2012-Barisal"	"BRRI dhan44"	"3"	"Stress"	4.55
"2013"	2013	2005	"Kustia"	"2013-Kustia"	"BRRI dhan44"	"3"	"Stress"	5.02
"2013"	2013	2005	"Sonagazi"	"2013-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	4.7
"2013"	2013	2005	"Comilla"	"2013-Comilla"	"BRRI dhan44"	"3"	"Stress"	4.92
"2013"	2013	2005	"Gazipur"	"2013-Gazipur"	"BRRI dhan44"	"3"	"Stress"	5.18
"2013"	2013	2005	"Rajshahi"	"2013-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	4.994209302
"2013"	2013	2005	"Rangpur"	"2013-Rangpur"	"BRRI dhan44"	"3"	"Stress"	2.3
"2013"	2013	2005	"Barisal"	"2013-Barisal"	"BRRI dhan44"	"3"	"Stress"	4.92
"2014"	2014	2005	"Kustia"	"2014-Kustia"	"BRRI dhan44"	"3"	"Stress"	5.52
"2014"	2014	2005	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	4.12
"2014"	2014	2005	"Comilla"	"2014-Comilla"	"BRRI dhan44"	"3"	"Stress"	4.86
"2014"	2014	2005	"Gazipur"	"2014-Gazipur"	"BRRI dhan44"	"3"	"Stress"	7
"2014"	2014	2005	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	5.698418605
"2014"	2014	2005	"Rangpur"	"2014-Rangpur"	"BRRI dhan44"	"3"	"Stress"	4.1
"2014"	2014	2005	"Satkhira"	"2014-Satkhira"	"BRRI dhan44"	"3"	"Stress"	5.05
"2014"	2014	2005	"Bhanga"	"2014-Bhanga"	"BRRI dhan44"	"3"	"Stress"	4.875
"2015"	2015	2005	"Kustia"	"2015-Kustia"	"BRRI dhan44"	"3"	"Stress"	5.99
"2015"	2015	2005	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan44"	"3"	"Stress"	5.895293023
"2015"	2015	2005	"Comilla"	"2015-Comilla"	"BRRI dhan44"	"3"	"Stress"	5.90391425
"2015"	2015	2005	"Gazipur"	"2015-Gazipur"	"BRRI dhan44"	"3"	"Stress"	6.505999013
"2015"	2015	2005	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan44"	"3"	"Stress"	4.04372093
"2015"	2015	2005	"Rangpur"	"2015-Rangpur"	"BRRI dhan44"	"3"	"Stress"	2.2
"2015"	2015	2005	"Satkhira"	"2015-Satkhira"	"BRRI dhan44"	"3"	"Stress"	4.2
"2015"	2015	2005	"Bhanga"	"2015-Bhanga"	"BRRI dhan44"	"3"	"Stress"	6.1
"2007"	2007	2007	"Barisal"	"2007-Barisal"	"BRRI dhan46"	"1"	"Long"	1.61
"2007"	2007	2007	"Gazipur"	"2007-Gazipur"	"BRRI dhan46"	"1"	"Long"	3.1
"2007"	2007	2007	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan46"	"1"	"Long"	4.3
"2007"	2007	2007	"Rangpur"	"2007-Rangpur"	"BRRI dhan46"	"1"	"Long"	2.2
"2007"	2007	2007	"Satkhira"	"2007-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.9
"2007"	2007	2007	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan46"	"1"	"Long"	3.09
"2007"	2007	2007	"Kustia"	"2007-Kustia"	"BRRI dhan46"	"1"	"Long"	4.5
"2008"	2008	2007	"Barisal"	"2008-Barisal"	"BRRI dhan46"	"1"	"Long"	2.78
"2008"	2008	2007	"Gazipur"	"2008-Gazipur"	"BRRI dhan46"	"1"	"Long"	3.5
"2008"	2008	2007	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan46"	"1"	"Long"	3.16
"2008"	2008	2007	"Rangpur"	"2008-Rangpur"	"BRRI dhan46"	"1"	"Long"	5.9
"2008"	2008	2007	"Satkhira"	"2008-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.8
"2008"	2008	2007	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan46"	"1"	"Long"	2.7
"2008"	2008	2007	"Kustia"	"2008-Kustia"	"BRRI dhan46"	"1"	"Long"	4.7
"2009"	2009	2007	"Barisal"	"2009-Barisal"	"BRRI dhan46"	"1"	"Long"	3.95
"2009"	2009	2007	"Comilla"	"2009-Comilla"	"BRRI dhan46"	"1"	"Long"	3.815
"2009"	2009	2007	"Gazipur"	"2009-Gazipur"	"BRRI dhan46"	"1"	"Long"	3.9
"2009"	2009	2007	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan46"	"1"	"Long"	3.73
"2009"	2009	2007	"Rangpur"	"2009-Rangpur"	"BRRI dhan46"	"1"	"Long"	6.7
"2009"	2009	2007	"Satkhira"	"2009-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.85
"2009"	2009	2007	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan46"	"1"	"Long"	1.65
"2009"	2009	2007	"Kustia"	"2009-Kustia"	"BRRI dhan46"	"1"	"Long"	4.9
"2010"	2010	2007	"Barisal"	"2010-Barisal"	"BRRI dhan46"	"1"	"Long"	3.905
"2010"	2010	2007	"Comilla"	"2010-Comilla"	"BRRI dhan46"	"1"	"Long"	4.5
"2010"	2010	2007	"Gazipur"	"2010-Gazipur"	"BRRI dhan46"	"1"	"Long"	4.3
"2010"	2010	2007	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan46"	"1"	"Long"	4.115
"2010"	2010	2007	"Rangpur"	"2010-Rangpur"	"BRRI dhan46"	"1"	"Long"	4.8
"2010"	2010	2007	"Satkhira"	"2010-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.825
"2010"	2010	2007	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan46"	"1"	"Long"	3.91
"2010"	2010	2007	"Kustia"	"2010-Kustia"	"BRRI dhan46"	"1"	"Long"	5.6
"2011"	2011	2007	"Barisal"	"2011-Barisal"	"BRRI dhan46"	"1"	"Long"	3.86
"2011"	2011	2007	"Comilla"	"2011-Comilla"	"BRRI dhan46"	"1"	"Long"	4.51
"2011"	2011	2007	"Gazipur"	"2011-Gazipur"	"BRRI dhan46"	"1"	"Long"	4.65
"2011"	2011	2007	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan46"	"1"	"Long"	4.5
"2011"	2011	2007	"Rangpur"	"2011-Rangpur"	"BRRI dhan46"	"1"	"Long"	3.5
"2011"	2011	2007	"Satkhira"	"2011-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.8375
"2011"	2011	2007	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan46"	"1"	"Long"	6.4
"2011"	2011	2007	"Kustia"	"2011-Kustia"	"BRRI dhan46"	"1"	"Long"	4.51
"2012"	2012	2007	"Kustia"	"2012-Kustia"	"BRRI dhan46"	"1"	"Long"	5.09
"2012"	2012	2007	"Sonagazi"	"2012-Sonagazi"	"BRRI dhan46"	"1"	"Long"	3.77
"2012"	2012	2007	"Comilla"	"2012-Comilla"	"BRRI dhan46"	"1"	"Long"	4.84
"2012"	2012	2007	"Gazipur"	"2012-Gazipur"	"BRRI dhan46"	"1"	"Long"	4.155
"2012"	2012	2007	"Rajshahi"	"2012-Rajshahi"	"BRRI dhan46"	"1"	"Long"	4.1
"2012"	2012	2007	"Rangpur"	"2012-Rangpur"	"BRRI dhan46"	"1"	"Long"	1.9
"2012"	2012	2007	"Satkhira"	"2012-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.25
"2012"	2012	2007	"Barisal"	"2012-Barisal"	"BRRI dhan46"	"1"	"Long"	4.6
"2013"	2013	2007	"Kustia"	"2013-Kustia"	"BRRI dhan46"	"1"	"Long"	4.4
"2013"	2013	2007	"Sonagazi"	"2013-Sonagazi"	"BRRI dhan46"	"1"	"Long"	3.87
"2013"	2013	2007	"Comilla"	"2013-Comilla"	"BRRI dhan46"	"1"	"Long"	4.55
"2013"	2013	2007	"Gazipur"	"2013-Gazipur"	"BRRI dhan46"	"1"	"Long"	5.51
"2013"	2013	2007	"Rajshahi"	"2013-Rajshahi"	"BRRI dhan46"	"1"	"Long"	4.24
"2013"	2013	2007	"Rangpur"	"2013-Rangpur"	"BRRI dhan46"	"1"	"Long"	2.3
"2013"	2013	2007	"Barisal"	"2013-Barisal"	"BRRI dhan46"	"1"	"Long"	5.52
"2014"	2014	2007	"Kustia"	"2014-Kustia"	"BRRI dhan46"	"1"	"Long"	6.68
"2014"	2014	2007	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan46"	"1"	"Long"	5.12
"2014"	2014	2007	"Comilla"	"2014-Comilla"	"BRRI dhan46"	"1"	"Long"	4.95
"2014"	2014	2007	"Gazipur"	"2014-Gazipur"	"BRRI dhan46"	"1"	"Long"	5.45
"2014"	2014	2007	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan46"	"1"	"Long"	6.441976744
"2014"	2014	2007	"Rangpur"	"2014-Rangpur"	"BRRI dhan46"	"1"	"Long"	3.8
"2014"	2014	2007	"Satkhira"	"2014-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.54
"2014"	2014	2007	"Bhanga"	"2014-Bhanga"	"BRRI dhan46"	"1"	"Long"	4.5
"2015"	2015	2007	"Kustia"	"2015-Kustia"	"BRRI dhan46"	"1"	"Long"	4.91
"2015"	2015	2007	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan46"	"1"	"Long"	3.698213953
"2015"	2015	2007	"Comilla"	"2015-Comilla"	"BRRI dhan46"	"1"	"Long"	4.3583118
"2015"	2015	2007	"Gazipur"	"2015-Gazipur"	"BRRI dhan46"	"1"	"Long"	5.783938103
"2015"	2015	2007	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan46"	"1"	"Long"	4.253895349
"2015"	2015	2007	"Rangpur"	"2015-Rangpur"	"BRRI dhan46"	"1"	"Long"	2.1
"2015"	2015	2007	"Satkhira"	"2015-Satkhira"	"BRRI dhan46"	"1"	"Long"	3.58
"2015"	2015	2007	"Bhanga"	"2015-Bhanga"	"BRRI dhan46"	"1"	"Long"	4.95
"2007"	2007	2007	"Barisal"	"2007-Barisal"	"BRRI dhan46"	"2"	"Long"	3
"2007"	2007	2007	"Gazipur"	"2007-Gazipur"	"BRRI dhan46"	"2"	"Long"	3.65
"2007"	2007	2007	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan46"	"2"	"Long"	4
"2007"	2007	2007	"Rangpur"	"2007-Rangpur"	"BRRI dhan46"	"2"	"Long"	2.15
"2007"	2007	2007	"Satkhira"	"2007-Satkhira"	"BRRI dhan46"	"2"	"Long"	3.8
"2007"	2007	2007	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan46"	"2"	"Long"	3.25
"2007"	2007	2007	"Kustia"	"2007-Kustia"	"BRRI dhan46"	"2"	"Long"	4.75
"2008"	2008	2007	"Barisal"	"2008-Barisal"	"BRRI dhan46"	"2"	"Long"	3.25
"2008"	2008	2007	"Gazipur"	"2008-Gazipur"	"BRRI dhan46"	"2"	"Long"	3.925
"2008"	2008	2007	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan46"	"2"	"Long"	3.05
"2008"	2008	2007	"Rangpur"	"2008-Rangpur"	"BRRI dhan46"	"2"	"Long"	4.45
"2008"	2008	2007	"Satkhira"	"2008-Satkhira"	"BRRI dhan46"	"2"	"Long"	3.75
"2008"	2008	2007	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan46"	"2"	"Long"	2.1
